code_unite;nom_unite;abrege_unite;departement;type_unite;num_tph;num_tph_mobile_unite;num_fax_unite;rang_classement;adresse_geographique_unite;adresse_postale_unite
83280;"Bureau J8 CNO DGGN";"BJ8 CNO DGGN";92;050C;;;;107;"4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX";"4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX"
81336;"Bureau J9 CNO DGGN";"BJ9 CNO DGGN";92;050C;;;;108;"4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX";"4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX"
90554;"Mission gendarmerie nationale relais de la flamme";"MISSION GN RDF";92;9111;;;;109;"4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX";"4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX"
60652;"Sous-direction de l'anticipation op�rationnelle DOE DGGN";"SDAO DOE DGGN";92;016K;;"+33 6 88 46 98 89";;110;"4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX";"4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX"
60653;"Secr�tariat SDAO DGGN";"SECR SDAO DGGN";92;0311;;;;111;"4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX";"4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX"
60657;"Centre d'analyse et d'exploitation SDAO DGGN";"CAE SDAO DGGN";92;8009;;"+33 6 88 46 98 89";;112;"4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX";"4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX"
28901;"Section anticipation op�rationnelle 1 CAE DGGN";"SAO1 CAE DGGN";92;016P;"+33 1 84 22 12 20";;;113;"4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX";"4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX"
68152;"Section anticipation op�rationnelle 3 CAE DGGN";"SAO3 CAE DGGN";92;016P;"+33 1 84 22 18 43";;;114;"4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX";"4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX"
60661;"Section anticipation op�rationnelle 4 CAE DGGN";"SAO4 CAE DGGN";92;016P;"+33 1 84 22 18 42";;;115;"4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX";"4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX"
60658;"Section anticipation op�rationnelle 5 CAE DGGN";"SAO5 CAE DGGN";92;016P;"+33 1 84 22 12 04";;;116;"4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX";"4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX"
79427;"Centre s�curit� �conomique et protection des entreprises SDAO DGGN";"CSECOPE SDAO DGGN";92;8009;"+33 1 84 22 12 25";;;117;"4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX";"4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX"
81205;"Cellule caesar SDAO DGGN";"CELLULE CAESAR SDAO DGGN";92;9028;;;;118;;
82927;"Sous-direction de l'emploi des forces DOE DGGN";"SDEF DOE DGGN";92;016K;;;;119;"4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX";"4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX"
82928;"Secr�tariat SDEF DGGN";"SECR SDEF DGGN";92;0311;;;;120;"4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX";"4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX"
82932;"Bureau de la d�fense et de la s�curit� nationale SDEF DGGN";"BDSN SDEF DGGN";92;016N;;;;121;"4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX";"4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX"
82941;"Section d�fense s�curit� int�rieure et protection BDSN DGGN";"SDSIP BDSN DGGN";92;016P;;;;122;"4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX";"4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX"
82942;"Section s�curit� nucl�aire BDSN DGGN";"SSN BDSN DGGN";92;016P;;;;123;"4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX";"4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX"
82931;"Bureau de la s�curit� des mobilit�s SDEF DGGN";"BSM SDEF DGGN";92;016N;;;;124;"4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX";"4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX"
82939;"Section des flux transfrontaliers et du contentieux des �trangers BSM DGGN";"SFTCE BSM DGGN";92;016P;;;;125;"4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX";"4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX"
82940;"Section des flux terrestres a�riens et nautiques BSM DGGN";"SFTAN BSM DGGN";92;016P;;;;126;"4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX";"4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX"
82930;"Bureau de la s�curit� et de l'ordre publics SDEF DGGN";"BSOP SDEF DGGN";92;016N;;;;127;"4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX";"4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX"
82936;"Section emploi des unit�s BSOP DGGN";"SEU BSOP DGGN";92;016P;;;;128;"4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX";"4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX"
82935;"Section r�glementation BSOP DGGN";"SR BSOP DGGN";92;016P;;;;129;"4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX";"4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX"
85602;"Bureau de la pr�vention et des partenariats de s�curit� SDEF DGGN";"BPPS SDEF DGGN";92;016N;;;;130;"4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX";"4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX"
82933;"Unit� de coordination technique montagne SDEF DGGN";"UCTM SDEF DGGN";92;9285;;;;131;"4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX";"4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX"
82945;"cellule appui op�rationnel UCTM DGGN";"CAO UCTM DGGN";74;9074;;;;132;"683 Rue du Lyret$74400 CHAMONIX MONT BLANC";"683 RUE DU LYRET$74400 CHAMONIX MONT BLANC"
82944;"Cellule contr�le �valuation UCTM DGGN";"CCE UCTM DGGN";74;9074;;;;133;"683 Rue du Lyret$74400 CHAMONIX MONT BLANC";"683 RUE DU LYRET$74400 CHAMONIX MONT BLANC"
82946;"Cellule logistique UCTM DGGN";"CL UCTM DGGN";74;9074;;;;134;"683 Rue du Lyret$74400 CHAMONIX MONT BLANC";"683 RUE DU LYRET$74400 CHAMONIX MONT BLANC"
15567;"Sous-direction de la police judiciaire DOE DGGN";"SDPJ DOE DGGN";92;016K;"+33 1 84 22 13 05";;;135;"4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX";"4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX"
94227;"Unit� nationale cyber XP SDPJ DGGN";"UNCYBER-XP SDPJ DGGN";92;9337;;;;136;"4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX";"4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX"
94228;"D�tachement de l'uncyber au centre national des op�rations XP UNCYBER DGGN";"DET-CNO-XP UNCYBER DGGN";92;9056;;;;137;"4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX";"4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX"
94229;"Etat-major XP UNCYBER DGGN";"EM-XP UNCYBER DGGN";92;085S;;;;138;"4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX";"4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX"
94233;"Secr�tariat XP UNCYBER";"SECR-XP EM UNCYBER";92;0311;;;;139;"4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX";"4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX"
94234;"Bureau de l'animation de la r�serve cyber XP UNCYBER";"BARC-XP EM UNCYBER";92;9294;;;;140;"4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX";"4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX"
94235;"Bureau de la gestion des mat�riels de la fili�re cyber XP UNCYBER";"BGMF-XP EM UNCYBER";92;9294;;;;141;"4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX";"4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX"
94230;"Division de la proximit� num�rique XP UNCYBER DGGN";"DPNUM-XP UNCYBER DGGN";92;035M;;;;142;"4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX";"4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX"
94236;"Compagnie num�rique XP DPNUM UNCYBER";"CNUM-XP DPNUM UNCYBER";35;8095;"+33 2 23 30 68 91";;;143;"Caserne g�n�ral Maurice GUILLAUDOT$85 Boulevard Clemenceau$35000 RENNES";"CASERNE GENERAL MAURICE GUILLAUDOT$85 BOULEVARD CLEMENCEAU$BP 33284$35032 RENNES CEDEX"
94239;"Brigade num�rique de Rennes XP CNUM UNCYBER";"BNUM-XP RENNES CNUM UNCYBER";35;9220;"+33 2 23 30 67 70";;;144;"Caserne g�n�ral Maurice GUILLAUDOT$85 Boulevard Clemenceau$35000 RENNES";"CASERNE GENERAL MAURICE GUILLAUDOT$85 BOULEVARD CLEMENCEAU$BP 33284$35032 RENNES CEDEX"
94240;"Brigade num�rique de Poitiers XP CNUM UNCYBER";"BNUM-XP POITIERS CNUM UNCYBER";86;9220;"+33 5 49 03 61 20";;;145;"4 Rue Micheline Ostermeyer$86000 POITIERS";"4 RUE MICHELINE OSTERMEYER$86000 POITIERS"
94237;"D�partement de la pr�vention XP DPNUM UNCYBER";"DP-XP DPNUM UNCYBER";92;9237;;;;146;"4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX";"4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX"
94241;"Bureau de l'�laboration des contenus XP DP UNCYBER";"BEC-XP DP UNCYBER";92;9294;;;;147;"4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX";"4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX"
94242;"Bureau de l'animation de la pr�vention cyber XP DP UNCYBER";"BAPC-XP DP UNCYBER";92;9294;;;;148;"4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX";"4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX"
94238;"D�partement de la confiance dans l'�conomie num�rique XP DPNUM UNCYBER";"DCEN-XP DPNUM UNCYBER";92;9237;;;;149;"4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX";"4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX"
94231;"Division des op�rations XP UNCYBER DGGN";"DO-XP UNCYBER DGGN";92;035M;;;;150;"4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX";"4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX"
94078;"Groupe d'appui et de renseignements XP DO UNCYBER";"GAR-XP DO UNCYBER";92;8041;;;;151;"4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX";"4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX"
94079;"D�partement criminalit� organis�e XP DO UNCYBER";"DCO-XP DO UNCYBER";92;9237;;;;152;"4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX";"4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX"
94083;"Groupe des enqu�tes complexes XP DCO UNCYBER";"GEC-XP DCO UNCYBER";92;9083;;;;153;"4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX";"4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX"
94084;"Groupe des atteintes STAD XP DCO UNCYBER";"GASTAD-XP DCO UNCYBER";92;9083;;;;154;"4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX";"4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX"
94080;"D�partement des atteintes aux personnes XP DO UNCYBER";"DAP-XP DO UNCYBER";92;9237;;;;155;"4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX";"4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX"
94085;"Centre national d'analyse des images p�dopornographiques XP DAP UNCYBER";"CNAIP-XP DAP UNCYBER";95;8000;;;;156;"Caserne Lange$5 Boulevard de l'Hautil$95000 PONTOISE";"CASERNE LANGE$5 BOULEVARD DE L HAUTIL$BP 20312 PONTOISE$95027 CERGY PONTOISE CEDEX"
94081;"D�partement recherche et investigation sur internet XP DO UNCYBER";"DRII-XP DO UNCYBER";92;9237;;;;157;"4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX";"4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX"
93155;"Groupe contre les trafics sur le darkweb XP DRII UNCYBER";"GCTD-XP DRII UNCYBER";92;9083;;;;158;"B�timent E IMMEUBLE CRISCO DUO$7 Avenue de la Cristallerie$92310 SEVRES";"BATIMENT E IMMEUBLE CRISCO DUO$7 AVENUE DE LA CRISTALLERIE$CS 60030$92316 SEVRES CEDEX"
94086;"Groupe d'investigations et recherches en sources ouvertes XP DRII UNCYBER";"GIRSO-XP DRII UNCYBER";92;9083;;;;159;"4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX";"4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX"
94082;"D�partement coordination et suivi op�rationnel XP DO UNCYBER";"DCSO-XP DO UNCYBER";95;9237;"+33 1 71 66 40 06";"+33 7 87 41 76 71";;160;"Caserne Lange$5 Boulevard de l'Hautil$95000 PONTOISE";"CASERNE LANGE$5 BOULEVARD DE L HAUTIL$BP 20312 PONTOISE$95027 CERGY PONTOISE CEDEX"
94087;"Groupe coordination nationale XP DCSO UNCYBER";"GCN-XP DCSO UNCYBER";95;9083;"+33 1 71 66 41 78";;;161;"Caserne Lange$5 Boulevard de l'Hautil$95000 PONTOISE";"CASERNE LANGE$5 BOULEVARD DE L HAUTIL$BP 20312 PONTOISE$95027 CERGY PONTOISE CEDEX"
94088;"Groupe relations internationales XP DCSO UNCYBER";"GRI-XP DCSO UNCYBER";92;9083;;;;162;"4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX";"4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX"
94089;"Cellule de suivi de l'activit� judiciaire XP DCSO UNCYBER";"CSAJ-XP DCSO UNCYBER";92;9028;;;;163;"4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX";"4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX"
94232;"Division technique XP UNCYBER DGGN";"DT-XP UNCYBER DGGN";92;035M;;;;164;"4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX";"4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX"
94090;"D�partement d'appui aux op�rations num�riques XP DT UNCYBER";"DAONUM-XP DT UNCYBER";92;9237;;;;165;"4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX";"4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX"
94094;"Section nationale d'appui et d'intervention cyber XP DAONUM UNCYBER";"SNAI-XP DAONUM UNCYBER";92;8112;;;;166;"4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX";"4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX"
94095;"Section de l'animation du r�seau cybergend XP DAONUM UNCYBER";"SARC-XP DAONUM UNCYBER";92;8112;;;;167;"4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX";"4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX"
94091;"D�partement d'appui technique � l'enqu�te XP DT UNCYBER";"DATE-XP DT UNCYBER";92;9237;;;;168;"4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX";"4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX"
94096;"Section ing�nierie logicielle cyber XP DATE UNCYBER";"SILC-XP DATE UNCYBER";92;8112;;;;169;"4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX";"4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX"
94097;"Section infrastructure op�rationnelle et cybers�curit� XP DATE UNCYBER";"SIOC-XP DATE UNCYBER";92;8112;;;;170;"4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX";"4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX"
94092;"Section d'�valuation et de coordination num�rique XP DT UNCYBER";"SECN-XP DT UNCYBER";92;016O;;;;171;"4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX";"4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX"
94093;"Section des relations avec les op�rateurs - GUTI XP DT UNCYBER";"SROGUTI-XP DT UNCYBER";92;016O;;;;172;"4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX";"4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX"
15568;"Secr�tariat SDPJ DGGN";"SECR SDPJ DGGN";92;0311;"+33 1 84 22 13 05";;;173;"4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX";"4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX"
85052;"Bureau criminalit� organis�e et d�linquance sp�cialis�e SDPJ DGGN";"BCODS SDPJ DGGN";92;016N;;;;174;"4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX";"4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX"
85053;"Bureau d�linquance g�n�rale SDPJ DGGN";"BDG SDPJ DGGN";92;016N;;;;175;"4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX";"4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX"
85054;"Bureau strat�gie innovation SDPJ DGGN";"BSI SDPJ DGGN";92;016N;;;;176;"4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX";"4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX"
85055;"Bureau de la lutte antiterroriste SDPJ DGGN";"BLAT SDPJ DGGN";92;016N;;;;177;"4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX";"4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX"
85056;"Section 1 BLAT DGGN";"S1 BLAT DGGN";92;016P;;;;178;"4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX";"4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX"
85057;"Section 2 BLAT DGGN";"S2 BLAT DGGN";92;016P;;;;179;"4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX";"4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX"
85058;"P�le des techniques sp�ciales d'enqu�tes SDPJ DGGN";"PTSE SDPJ DGGN";92;056K;;;;180;"4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX";"4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX"
85059;"P�le coop�ration judiciaire internationale SDPJ DGGN";"PCJI SDPJ DGGN";92;056K;;;;181;"4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX";"4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX"
85060;"P�le prospective p�nale et pratiques judiciaires SDPJ DGGN";"4PJ SDPJ DGGN";92;056K;;;;182;"4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX";"4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX"
13598;"Office central de lutte contre la d�linquance itin�rante";OCLDI;94;016F;"+33 1 71 80 60 25";;;183;"6 Avenue de Stalingrad$94110 ARCUEIL";"4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX"
27537;"Division criminalit� organis�e OCLDI";"DCO OCLDI";94;9079;;;;184;"6 Avenue de Stalingrad$94110 ARCUEIL";"4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX"
27538;"Groupe criminalit� organis�e DCO OCLDI";"GCO DCO OCLDI";94;9077;;;;185;"6 Avenue de Stalingrad$94110 ARCUEIL";"4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX"
27541;"Groupe investigations financi�res et blanchiment DCO OCLDI";"GIFB DCO OCLDI";94;9077;;;;186;"6 Avenue de Stalingrad$94110 ARCUEIL";"4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX"
71404;"D�tachement de l'office central de lutte contre la d�linquance itin�rante de Lyon-Sathonay-Camp";"DOCLDI LYON-SATHONAY-CAMP";69;004N;"+33 4 37 85 21 78";;;187;"36 Boulevard de l'Ouest$69580 SATHONAY CAMP";"36 BOULEVARD DE L OUEST$69580 SATHONAY CAMP"
71402;"D�tachement de l'office central de lutte contre la d�linquance itin�rante de Nancy-Neuves-maisons";"DOCLDI NANCY - NEUVES-MAISONS";54;004N;"+33 3 83 17 89 10";;;188;"48 Rue Aristide Briand$54230 NEUVES MAISONS";"48 RUE ARISTIDE BRIAND$54230 NEUVES MAISONS"
71403;"D�tachement de l'office central de lutte contre la d�linquance itin�rante de Rennes";"DOCLDI RENNES";35;004N;"+33 2 99 32 93 50";;;189;"Caserne g�n�ral Maurice GUILLAUDOT$85 Boulevard Clemenceau$35000 RENNES";"CASERNE GENERAL MAURICE GUILLAUDOT$85 BOULEVARD CLEMENCEAU$BP 33284$35032 RENNES CEDEX"
82877;"D�tachement de l'office central de lutte contre la d�linquance itin�rante de Senlis";"DOCLDI SENLIS";60;004N;;;;190;"86 Avenue Georges Cl�menceau$60300 SENLIS";"86 AVENUE GEORGES CLEMENCEAU$60300 SENLIS"
71405;"D�tachement de l'office central de lutte contre la d�linquance itin�rante de Toulouse";"DOCLDI TOULOUSE";31;004N;"+33 5 67 76 87 00";;;191;"Caserne Saint-Michel$12 Place Lafourcade$31400 TOULOUSE";"CASERNE SAINT MICHEL$12 PLACE LAFOURCADE$BP 14019$31055 TOULOUSE CEDEX 4"
27533;"Division op�rationnelle internationale OCLDI";"DOI OCLDI";94;9078;;;;192;"6 Avenue de Stalingrad$94110 ARCUEIL";"4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX"
73552;"Cellule projets europ�ens DOI OCLDI";"CPE DOI OCLDI";94;9074;"+33 1 71 80 60 52";"+33 6 00 00 00 00";;193;"6 Avenue de Stalingrad$94110 ARCUEIL";"4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX"
27535;"Groupe des investigations internationales DOI OCLDI";"GII DOI OCLDI";94;9077;;;;194;"6 Avenue de Stalingrad$94110 ARCUEIL";"4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX"
66002;"Division renseignement criminel OCLDI";"DRC OCLDI";94;9112;;;;195;"6 Avenue de Stalingrad$94110 ARCUEIL";"4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX"
66003;"Groupe animation analyse du renseignement criminel DRC OCLDI";"GAARC DRC OCLDI";94;9077;;;;196;"6 Avenue de Stalingrad$94110 ARCUEIL";"6 AVENUE DE STALINGRAD$94114 ARCUEIL CEDEX"
66004;"Groupe synth�se et suivi des ph�nom�nes DRC OCLDI";"GSSP DRC OCLDI";94;9077;;;;197;"6 Avenue de Stalingrad$94110 ARCUEIL";"4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX"
79227;"Groupe d'appui et de renseignements OCLDI";"GAR OCLDI";94;8041;;;;198;"6 Avenue de Stalingrad$94110 ARCUEIL";"4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX"
27536;"Groupe d'observation et de surveillance OCLDI";"GOS OCLDI";94;8045;;;;199;"6 Avenue de Stalingrad$94110 ARCUEIL";"6 AVENUE DE STALINGRAD$94110 ARCUEIL"
15701;"Office central de lutte contre les atteintes � l'environnement et � la sant� publique";OCLAESP;94;016F;;;;200;"6 Avenue de Stalingrad$94110 ARCUEIL";"4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX"
27546;"Division investigations OCLAESP";"DI OCLAESP";94;9079;"+33 1 71 80 63 20";"+33 7 85 97 89 90";"+33 1 71 80 62 79";201;"6 Avenue de Stalingrad$94110 ARCUEIL";"4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX"
87828;"Groupe d'appui et de renseignements DI OCLAESP";"GAR DI OCLAESP";94;8041;;;;202;"6 Avenue de Stalingrad$94110 ARCUEIL";"4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX"
57044;"Groupe d�linquance �conomique, financi�re et num�rique DI OCLAESP";"GDEFN DI OCLAESP";94;9077;;;;203;"6 Avenue de Stalingrad$94110 ARCUEIL";"4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX"
79727;"D�tachement de l'office central de lutte contre les atteintes � l'environnement et � la sant� publique de BORDEAUX";"DOCLAESP BORDEAUX";33;9259;;"+33 638 59 98 40";;204;"60 Avenue Gaston CABANNES$33270 FLOIRAC";"QUARTIER BETEILLE$RUE COTE DE BOULIAC$33270 BOULIAC"
79729;"D�tachement de l'office central de lutte contre les atteintes � l'environnement et � la sant� publique de CAYENNE";"DOCLAESP CAYENNE";973;9259;"+594 5 94 24 46 27";;;205;"10 Domaine de Rochambeau - RN 4$97351 MATOURY";"CASERNE LA MADELEINE$1296 ROUTE DE LA MADELEINE$CS 96005$97306 CAYENNE CEDEX"
81754;"D�tachement de l'office central de lutte contre les atteintes � l'environnement et � la sant� publique de LYON";"DOCLAESP LYON";69;9259;"+33 4 37 85 24 41";;;206;"36 Boulevard de l'Ouest$69580 SATHONAY CAMP";"36 BOULEVARD DE L OUEST$69580 SATHONAY CAMP"
79730;"D�tachement de l'office central de lutte contre les atteintes � l'environnement et � la sant� publique de MARSEILLE";"DOCLAESP MARSEILLE";13;9259;"+33 4 91 16 38 83";;;207;"Caserne MDC Lucien Donadieu$171 Avenue de Toulon$13010 MARSEILLE";"CASERNE MDC LUCIEN DONADIEU$171 AVENUE DE TOULON$13010 MARSEILLE"
