key,nom_unite,abrege_unite,departement,type_unite,num_tph,num_tph_mobile_unite,num_fax_unite,rang_classement,adresse_geographique_unite,adresse_postale_unite,libelle_unite,type_materiel,code_unite_terminal_de_saisie
GN00092640,Peloton de surveillance et d'intervention gendarmerie JO-436,PSIG JO-436,92,0342,,,,4530.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092641,Peloton de surveillance et d'intervention gendarmerie JO-437,PSIG JO-437,92,0342,,,,4532.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092642,Peloton de surveillance et d'intervention gendarmerie JO-438,PSIG JO-438,92,0342,,,,4533.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092643,Peloton de surveillance et d'intervention gendarmerie JO-439,PSIG JO-439,92,0342,,,,4534.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092644,Peloton de surveillance et d'intervention gendarmerie JO-440,PSIG JO-440,92,0342,,,,4535.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092645,Peloton de surveillance et d'intervention gendarmerie JO-441,PSIG JO-441,92,0342,,,,5036.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092646,Peloton de surveillance et d'intervention gendarmerie JO-442,PSIG JO-442,92,0342,,,,5037.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092647,Peloton de surveillance et d'intervention gendarmerie JO-443,PSIG JO-443,92,0342,,,,5041.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092648,Peloton de surveillance et d'intervention gendarmerie JO-444,PSIG JO-444,92,0342,,,,5042.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092649,Peloton de surveillance et d'intervention gendarmerie JO-445,PSIG JO-445,92,0342,,,,5046.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092650,Peloton de surveillance et d'intervention gendarmerie JO-446,PSIG JO-446,92,0342,,,,5047.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092651,Peloton de surveillance et d'intervention gendarmerie JO-447,PSIG JO-447,92,0342,,,,5051.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092652,Peloton de surveillance et d'intervention gendarmerie JO-448,PSIG JO-448,92,0342,,,,5052.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092653,Peloton de surveillance et d'intervention gendarmerie JO-449,PSIG JO-449,92,0342,,,,5056.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092654,Peloton de surveillance et d'intervention gendarmerie JO-450,PSIG JO-450,92,0342,,,,5057.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092655,Peloton de surveillance et d'intervention gendarmerie JO-451,PSIG JO-451,92,0342,,,,5061.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092656,Peloton de surveillance et d'intervention gendarmerie JO-452,PSIG JO-452,92,0342,,,,5062.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092657,Brigade motoris�e JO-1,BMO JO-1,92,0342,,,,5301.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092658,Brigade motoris�e JO-2,BMO JO-2,92,0342,,,,5302.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092659,Brigade motoris�e JO-3,BMO JO-3,92,0342,,,,5303.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092660,Brigade motoris�e JO-4,BMO JO-4,92,0342,,,,5304.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092661,Brigade motoris�e JO-5,BMO JO-5,92,0342,,,,5306.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092662,Brigade motoris�e JO-6,BMO JO-6,92,0342,,,,5307.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092663,Brigade motoris�e JO-7,BMO JO-7,92,0342,,,,5308.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092664,Brigade motoris�e JO-8,BMO JO-8,92,0342,,,,5309.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092665,Brigade motoris�e JO-9,BMO JO-9,92,0342,,,,5311.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092666,Brigade motoris�e JO-10,BMO JO-10,92,0342,,,,5312.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092667,Brigade motoris�e JO-11,BMO JO-11,92,0342,,,,5313.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092668,Brigade motoris�e JO-12,BMO JO-12,92,0342,,,,5314.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092669,Brigade motoris�e JO-13,BMO JO-13,92,0342,,,,5316.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092670,Brigade motoris�e JO-14,BMO JO-14,92,0342,,,,5317.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092671,Brigade motoris�e JO-15,BMO JO-15,92,0342,,,,5318.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092672,Brigade motoris�e JO-16,BMO JO-16,92,0342,,,,5319.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092673,Brigade motoris�e JO-17,BMO JO-17,92,0342,,,,5321.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092674,Brigade motoris�e JO-18,BMO JO-18,92,0342,,,,5322.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092675,Brigade motoris�e JO-19,BMO JO-19,92,0342,,,,5323.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092676,Brigade motoris�e JO-20,BMO JO-20,92,0342,,,,5324.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092677,Brigade motoris�e JO-21,BMO JO-21,92,0342,,,,5326.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092678,Brigade motoris�e JO-22,BMO JO-22,92,0342,,,,5327.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092679,Brigade motoris�e JO-23,BMO JO-23,92,0342,,,,5328.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092680,Brigade motoris�e JO-24,BMO JO-24,92,0342,,,,5329.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092681,Brigade motoris�e JO-25,BMO JO-25,92,0342,,,,5331.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092682,Brigade motoris�e JO-26,BMO JO-26,92,0342,,,,5332.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092683,Brigade motoris�e JO-27,BMO JO-27,92,0342,,,,5333.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092684,Brigade motoris�e JO-28,BMO JO-28,92,0342,,,,5334.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092685,Brigade motoris�e JO-29,BMO JO-29,92,0342,,,,5336.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092686,Brigade motoris�e JO-30,BMO JO-30,92,0342,,,,5337.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092687,Brigade motoris�e JO-31,BMO JO-31,92,0342,,,,5338.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092688,Brigade motoris�e JO-32,BMO JO-32,92,0342,,,,5339.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092689,Brigade motoris�e JO-33,BMO JO-33,92,0342,,,,5341.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092690,Brigade motoris�e JO-34,BMO JO-34,92,0342,,,,5342.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092691,Brigade motoris�e JO-35,BMO JO-35,92,0342,,,,5343.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092692,Brigade motoris�e JO-36,BMO JO-36,92,0342,,,,5344.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092693,Brigade motoris�e JO-37,BMO JO-37,92,0342,,,,5346.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092694,Brigade motoris�e JO-38,BMO JO-38,92,0342,,,,5347.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092695,Brigade motoris�e JO-39,BMO JO-39,92,0342,,,,5348.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092696,Brigade motoris�e JO-40,BMO JO-40,92,0342,,,,5349.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092697,Brigade motoris�e JO-41,BMO JO-41,92,0342,,,,5351.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092698,Brigade motoris�e JO-42,BMO JO-42,92,0342,,,,5352.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092699,Brigade motoris�e JO-43,BMO JO-43,92,0342,,,,5353.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092700,Brigade motoris�e JO-44,BMO JO-44,92,0342,,,,5354.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092701,Brigade motoris�e JO-45,BMO JO-45,92,0342,,,,5356.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092702,Brigade motoris�e JO-46,BMO JO-46,92,0342,,,,5357.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092703,Brigade motoris�e JO-47,BMO JO-47,92,0342,,,,5358.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092704,Brigade motoris�e JO-48,BMO JO-48,92,0342,,,,5359.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092705,Brigade motoris�e JO-49,BMO JO-49,92,0342,,,,5361.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092706,Brigade motoris�e JO-50,BMO JO-50,92,0342,,,,5362.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092707,Brigade motoris�e JO-51,BMO JO-51,92,0342,,,,5363.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092708,Brigade motoris�e JO-52,BMO JO-52,92,0342,,,,5364.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092709,Brigade motoris�e JO-53,BMO JO-53,92,0342,,,,5366.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092710,Brigade motoris�e JO-54,BMO JO-54,92,0342,,,,5367.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092711,Brigade motoris�e JO-55,BMO JO-55,92,0342,,,,5368.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092712,Brigade motoris�e JO-56,BMO JO-56,92,0342,,,,5369.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092713,Brigade motoris�e JO-57,BMO JO-57,92,0342,,,,5371.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092714,Brigade motoris�e JO-58,BMO JO-58,92,0342,,,,5372.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092715,Brigade motoris�e JO-59,BMO JO-59,92,0342,,,,5373.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092716,Brigade motoris�e JO-60,BMO JO-60,92,0342,,,,5374.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092717,Brigade motoris�e JO-61,BMO JO-61,92,0342,,,,5291.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092718,Brigade motoris�e JO-62,BMO JO-62,92,0342,,,,5292.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092719,Brigade motoris�e JO-63,BMO JO-63,92,0342,,,,5293.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092720,Brigade motoris�e JO-64,BMO JO-64,92,0342,,,,5294.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092721,Brigade motoris�e JO-65,BMO JO-65,92,0342,,,,5296.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092722,Brigade motoris�e JO-66,BMO JO-66,92,0342,,,,5297.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092723,Brigade motoris�e JO-67,BMO JO-67,92,0342,,,,5298.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092724,Brigade motoris�e JO-68,BMO JO-68,92,0342,,,,5299.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092725,Brigade de recherches JO-1,BR JO-1,92,0342,,,,4299.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092726,Brigade de recherches JO-2,BR JO-2,92,0342,,,,4305.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092727,Brigade de recherches JO-3,BR JO-3,92,0342,,,,4311.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092728,Brigade de recherches JO-4,BR JO-4,92,0342,,,,4317.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092729,Brigade de recherches JO-5,BR JO-5,92,0342,,,,4323.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092730,Brigade de recherches JO-6,BR JO-6,92,0342,,,,4329.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092731,Brigade de recherches JO-7,BR JO-7,92,0342,,,,4335.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092732,Brigade de recherches JO-8,BR JO-8,92,0342,,,,4382.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092733,Brigade de recherches JO-9,BR JO-9,92,0342,,,,4388.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092734,Brigade de recherches JO-10,BR JO-10,92,0342,,,,4394.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092735,Brigade de recherches JO-11,BR JO-11,92,0342,,,,4400.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092736,Brigade de recherches JO-12,BR JO-12,92,0342,,,,4406.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092737,Brigade de recherches JO-13,BR JO-13,92,0342,,,,4412.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092738,Brigade de recherches JO-14,BR JO-14,92,0342,,,,4418.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092739,Brigade de recherches JO-15,BR JO-15,92,0342,,,,4465.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092740,Brigade de recherches JO-16,BR JO-16,92,0342,,,,4471.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092741,Brigade de recherches JO-17,BR JO-17,92,0342,,,,4477.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092742,Brigade de recherches JO-18,BR JO-18,92,0342,,,,4483.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092743,Brigade de recherches JO-19,BR JO-19,92,0342,,,,4489.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092744,Brigade de recherches JO-20,BR JO-20,92,0342,,,,4495.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092745,Groupement op�rationnel de maintien de l'ordre Abords-Tourisme,GOMO ABORDS TOURISME,92,033M,,,,4039.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092746,Groupement op�rationnel de maintien de l'ordre Transport,GOMO TRANSPORT,92,033M,,,,4292.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092747,Groupement op�rationnel de maintien de l'ordre Nord,GOMO NORD,92,033M,,,,4541.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092748,Groupement op�rationnel de maintien de l'ordre Centre,GOMO CENTRE,92,033M,,,,4710.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092749,Groupement op�rationnel de maintien de l'ordre Sud,GOMO SUD,92,033M,,,,5006.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092750,Groupement tactique gendarmerie 78,GTG 78,92,033G,,,,5180.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
GN00092751,Groupement tactique gendarmerie D1,GTG D1,92,033G,,,,4040.0,4 Rue Claude Bernard$92130 ISSY LES MOULINEAUX,4 RUE CLAUDE BERNARD$CS 60003$92136 ISSY LES MOULINEAUX CEDEX,,,
